X-axis,Y-axis,Timestep,Density,Fuel
9061.0864,12163.6650605502,52,5,17.75
9061.0864,12163.6650605502,53,5,20.57
9061.0864,12163.6650605502,54,5,13.92
9061.0864,12163.6650605502,55,5,6.0
9061.0864,12163.6650605502,56,6,2.64
9061.0864,12163.6650605502,57,6,4.91
9061.0864,12163.6650605502,58,6,8.2
9061.0864,12163.6650605502,59,6,10.68
9061.0864,12163.6650605502,60,6,10.13
9061.0864,12163.6650605502,61,6,11.59
9061.0864,12163.6650605502,62,7,14.61
9061.0864,12163.6650605502,63,7,17.88
9061.0864,12163.6650605502,64,7,21.74
9061.0864,12163.6650605502,65,6,20.94
9061.0864,12163.6650605502,66,6,26.6
9061.0864,12163.6650605502,67,6,25.91
9061.0864,12163.6650605502,68,6,24.89
9061.0864,12163.6650605502,69,6,14.38
9061.0864,12163.6650605502,70,6,13.4
9061.0864,12163.6650605502,71,6,13.52
9061.0864,12163.6650605502,72,6,14.95
9061.0864,12163.6650605502,73,6,14.65
9061.0864,12163.6650605502,74,6,6.36
9061.0864,12163.6650605502,75,6,12.3
9061.0864,12163.6650605502,76,6,10.27
9061.0864,12163.6650605502,77,6,11.11
9061.0864,12163.6650605502,78,6,12.79
9061.0864,12163.6650605502,79,7,13.43
9061.0864,12163.6650605502,80,7,13.72
9061.0864,12163.6650605502,81,7,12.64
9061.0864,12163.6650605502,82,7,12.67
9061.0864,12163.6650605502,83,7,8.0
9061.0864,12163.6650605502,84,7,11.79
9061.0864,12163.6650605502,85,7,9.71
9061.0864,12163.6650605502,86,7,11.28
9061.0864,12163.6650605502,87,7,17.98
9061.0864,12163.6650605502,88,7,16.05
9061.0864,12163.6650605502,89,6,11.83
9061.0864,12163.6650605502,90,6,16.31
9061.0864,12163.6650605502,91,6,15.38
9061.0864,12163.6650605502,92,6,13.03
9061.0864,12163.6650605502,93,6,13.79
9061.0864,12163.6650605502,94,7,19.13
9061.0864,12163.6650605502,95,7,14.32
9061.0864,12163.6650605502,96,7,17.84
9061.0864,12163.6650605502,97,7,20.11
9061.0864,12163.6650605502,98,7,19.84
9061.0864,12163.6650605502,99,7,23.75
9061.0864,12163.6650605502,100,6,29.08
9061.0864,12163.6650605502,101,6,19.52
9061.0864,12163.6650605502,102,6,14.28
9061.0864,12163.6650605502,103,6,7.65
9061.0864,12163.6650605502,104,6,16.84
9061.0864,12163.6650605502,105,7,22.4
9061.0864,12163.6650605502,106,7,21.86
9061.0864,12163.6650605502,107,7,21.73
9061.0864,12163.6650605502,108,7,25.27
9061.0864,12163.6650605502,109,7,23.45
9061.0864,12163.6650605502,110,7,16.66
9061.0864,12163.6650605502,111,7,15.53
9061.0864,12163.6650605502,112,8,21.45
9061.0864,12163.6650605502,113,8,13.19
9061.0864,12163.6650605502,114,8,7.85
9061.0864,12163.6650605502,115,8,9.33
9061.0864,12163.6650605502,116,8,10.17
9061.0864,12163.6650605502,117,9,9.28
9061.0864,12163.6650605502,118,9,21.29
9061.0864,12163.6650605502,119,9,12.19
9061.0864,12163.6650605502,120,9,13.37
9061.0864,12163.6650605502,121,10,17.15
9061.0864,12163.6650605502,122,10,12.98
9061.0864,12163.6650605502,123,10,19.2
9061.0864,12163.6650605502,124,9,12.63
9061.0864,12163.6650605502,125,9,8.46
9061.0864,12163.6650605502,126,9,24.52
9061.0864,12163.6650605502,127,10,23.21
9061.0864,12163.6650605502,128,11,31.61
9061.0864,12163.6650605502,129,11,23.13
9061.0864,12163.6650605502,130,11,23.32
9061.0864,12163.6650605502,131,10,20.7
9061.0864,12163.6650605502,132,11,30.13
9061.0864,12163.6650605502,133,11,29.88
9061.0864,12163.6650605502,134,11,27.57
9061.0864,12163.6650605502,135,11,26.28
9061.0864,12163.6650605502,136,11,30.76
9061.0864,12163.6650605502,137,11,16.0
9061.0864,12163.6650605502,138,12,19.88
9061.0864,12163.6650605502,139,11,7.42
9061.0864,12163.6650605502,140,11,12.97
9061.0864,12163.6650605502,141,11,10.67
9061.0864,12163.6650605502,142,11,14.84
9061.0864,12163.6650605502,143,11,21.69
9061.0864,12163.6650605502,144,11,17.44
9061.0864,12163.6650605502,145,13,35.55
9061.0864,12163.6650605502,146,13,29.86
9061.0864,12163.6650605502,147,13,35.04
9061.0864,12163.6650605502,148,13,37.2
9061.0864,12163.6650605502,149,13,34.84
9061.0864,12163.6650605502,150,13,43.71
9061.0864,12163.6650605502,151,13,37.51
9061.0864,12163.6650605502,152,13,36.48
9061.0864,12163.6650605502,153,13,36.47
9061.0864,12163.6650605502,154,13,29.82
9061.0864,12163.6650605502,155,13,34.52
9061.0864,12163.6650605502,156,13,34.2
9061.0864,12163.6650605502,157,13,30.49
9061.0864,12163.6650605502,158,13,41.53
9061.0864,12163.6650605502,159,12,39.94
9061.0864,12163.6650605502,160,13,14.64
9061.0864,12163.6650605502,161,13,26.76
9061.0864,12163.6650605502,162,14,21.43
9061.0864,12163.6650605502,163,15,19.67
9061.0864,12163.6650605502,164,16,16.32
9061.0864,12163.6650605502,165,17,19.57
9061.0864,12163.6650605502,166,17,22.84
9061.0864,12163.6650605502,167,16,31.0
9061.0864,12163.6650605502,168,17,36.33
9061.0864,12163.6650605502,169,17,40.71
9061.0864,12163.6650605502,170,17,29.87
9061.0864,12163.6650605502,171,17,31.44
9061.0864,12163.6650605502,172,17,46.83
9061.0864,12163.6650605502,173,17,41.14
9061.0864,12163.6650605502,174,17,53.03
9061.0864,12163.6650605502,175,17,39.84
9061.0864,12163.6650605502,176,17,50.81
9061.0864,12163.6650605502,177,17,39.82
9061.0864,12163.6650605502,178,17,41.8
9061.0864,12163.6650605502,179,16,25.57
9061.0864,12163.6650605502,180,16,27.71
9061.0864,12163.6650605502,181,16,29.75
9061.0864,12163.6650605502,182,16,41.48
9061.0864,12163.6650605502,183,16,30.82
9061.0864,12163.6650605502,184,16,35.85
9061.0864,12163.6650605502,185,16,42.72
9061.0864,12163.6650605502,186,17,47.69
9061.0864,12163.6650605502,187,18,42.16
9061.0864,12163.6650605502,188,18,44.93
9061.0864,12163.6650605502,189,18,44.75
9061.0864,12163.6650605502,190,18,29.88
9061.0864,12163.6650605502,191,18,42.12
9061.0864,12163.6650605502,192,18,45.1
9061.0864,12163.6650605502,193,18,40.25
9061.0864,12163.6650605502,194,18,29.54
9061.0864,12163.6650605502,195,17,36.29
9061.0864,12163.6650605502,196,17,39.94
9061.0864,12163.6650605502,197,16,34.16
9061.0864,12163.6650605502,198,16,47.84
9061.0864,12163.6650605502,199,16,39.74
9061.0864,12163.6650605502,200,15,39.7
9061.0864,12163.6650605502,201,15,35.32
9061.0864,12163.6650605502,202,15,38.8
9061.0864,12163.6650605502,203,14,24.44
9061.0864,12163.6650605502,204,14,24.72
9061.0864,12163.6650605502,205,13,25.16
9061.0864,12163.6650605502,206,12,22.85
9061.0864,12163.6650605502,207,11,24.04
9061.0864,12163.6650605502,208,12,15.22
9061.0864,12163.6650605502,209,12,30.31
9061.0864,12163.6650605502,210,12,33.92
9061.0864,12163.6650605502,211,12,15.04
9061.0864,12163.6650605502,212,12,30.41
9061.0864,12163.6650605502,213,12,28.3
9061.0864,12163.6650605502,214,13,17.58
9061.0864,12163.6650605502,215,14,13.42
9061.0864,12163.6650605502,216,14,25.7
9061.0864,12163.6650605502,217,14,27.57
9061.0864,12163.6650605502,218,13,34.33
9061.0864,12163.6650605502,219,14,26.09
9061.0864,12163.6650605502,220,13,23.38
9061.0864,12163.6650605502,221,13,21.24
9061.0864,12163.6650605502,222,13,25.08
9061.0864,12163.6650605502,223,13,19.34
9061.0864,12163.6650605502,224,15,31.41
9061.0864,12163.6650605502,225,15,24.76
9061.0864,12163.6650605502,226,15,22.61
9061.0864,12163.6650605502,227,15,27.67
9061.0864,12163.6650605502,228,16,19.34
9061.0864,12163.6650605502,229,15,27.64
9061.0864,12163.6650605502,230,16,19.35
9061.0864,12163.6650605502,231,17,29.67
9061.0864,12163.6650605502,232,16,20.3
9061.0864,12163.6650605502,233,16,25.87
9061.0864,12163.6650605502,234,16,23.86
9061.0864,12163.6650605502,235,15,23.91
9061.0864,12163.6650605502,236,15,28.22
9061.0864,12163.6650605502,237,15,27.18
9061.0864,12163.6650605502,238,17,37.61
9061.0864,12163.6650605502,239,17,29.15
9061.0864,12163.6650605502,240,17,30.2
9061.0864,12163.6650605502,241,19,23.35
9061.0864,12163.6650605502,242,19,39.33
9061.0864,12163.6650605502,243,19,40.97
9061.0864,12163.6650605502,244,19,28.54
9061.0864,12163.6650605502,245,18,34.36
9061.0864,12163.6650605502,246,18,35.94
9061.0864,12163.6650605502,247,18,40.26
9061.0864,12163.6650605502,248,18,32.97
9061.0864,12163.6650605502,249,18,37.53
9061.0864,12163.6650605502,250,19,47.28
9061.0864,12163.6650605502,251,19,36.74
9061.0864,12163.6650605502,252,19,48.05
9061.0864,12163.6650605502,253,19,45.61
9061.0864,12163.6650605502,254,19,42.4
9061.0864,12163.6650605502,255,19,33.25
9061.0864,12163.6650605502,256,19,39.8
9061.0864,12163.6650605502,257,19,35.47
9061.0864,12163.6650605502,258,19,53.9
9061.0864,12163.6650605502,259,19,56.96
9061.0864,12163.6650605502,260,19,47.83
9061.0864,12163.6650605502,261,19,51.74
9061.0864,12163.6650605502,262,19,48.29
9061.0864,12163.6650605502,263,19,45.29
9061.0864,12163.6650605502,264,19,55.7
9061.0864,12163.6650605502,265,19,46.9
9061.0864,12163.6650605502,266,19,42.46
9061.0864,12163.6650605502,267,19,41.86
9061.0864,12163.6650605502,268,19,29.43
9061.0864,12163.6650605502,269,19,27.19
9061.0864,12163.6650605502,270,20,38.54
9061.0864,12163.6650605502,271,20,30.68
9061.0864,12163.6650605502,272,21,36.2
9061.0864,12163.6650605502,273,22,43.55
9061.0864,12163.6650605502,274,23,39.42
9061.0864,12163.6650605502,275,23,44.58
9061.0864,12163.6650605502,276,23,51.14
9061.0864,12163.6650605502,277,22,65.25
9061.0864,12163.6650605502,278,22,49.75
9061.0864,12163.6650605502,279,20,52.74
9061.0864,12163.6650605502,280,20,38.86
9061.0864,12163.6650605502,281,20,51.34
9061.0864,12163.6650605502,282,20,48.24
9061.0864,12163.6650605502,283,20,52.39
9061.0864,12163.6650605502,284,20,44.8
9061.0864,12163.6650605502,285,21,39.0
9061.0864,12163.6650605502,286,21,46.06
9061.0864,12163.6650605502,287,21,34.04
9061.0864,12163.6650605502,288,20,43.85
9061.0864,12163.6650605502,289,21,32.09
9061.0864,12163.6650605502,290,20,35.48
9061.0864,12163.6650605502,291,20,50.16
9061.0864,12163.6650605502,292,20,37.96
9061.0864,12163.6650605502,293,19,37.38
9061.0864,12163.6650605502,294,20,66.41
9061.0864,12163.6650605502,295,20,54.21
9061.0864,12163.6650605502,296,20,57.22
9061.0864,12163.6650605502,297,20,31.4
9061.0864,12163.6650605502,298,19,37.36
9061.0864,12163.6650605502,299,19,32.57
9061.0864,12163.6650605502,300,19,39.36
9061.0864,12163.6650605502,301,19,49.46
9061.0864,12163.6650605502,302,19,44.56
9061.0864,12163.6650605502,303,19,40.12
9061.0864,12163.6650605502,304,19,54.85
9061.0864,12163.6650605502,305,21,27.96
9061.0864,12163.6650605502,306,21,45.21
9061.0864,12163.6650605502,307,22,32.16
9061.0864,12163.6650605502,308,21,48.07
9061.0864,12163.6650605502,309,21,34.16
9061.0864,12163.6650605502,310,21,47.47
9061.0864,12163.6650605502,311,22,41.57
9061.0864,12163.6650605502,312,22,42.69
9061.0864,12163.6650605502,313,22,47.22
9061.0864,12163.6650605502,314,22,41.89
9061.0864,12163.6650605502,315,22,43.59
9061.0864,12163.6650605502,316,22,47.99
9061.0864,12163.6650605502,317,22,38.16
9061.0864,12163.6650605502,318,21,57.06
9061.0864,12163.6650605502,319,21,46.13
9061.0864,12163.6650605502,320,21,43.45
9061.0864,12163.6650605502,321,21,43.89
9061.0864,12163.6650605502,322,20,39.68
9061.0864,12163.6650605502,323,19,30.07
9061.0864,12163.6650605502,324,18,24.36
9061.0864,12163.6650605502,325,18,29.43
9061.0864,12163.6650605502,326,18,43.12
9061.0864,12163.6650605502,327,19,35.91
9061.0864,12163.6650605502,328,20,33.16
9061.0864,12163.6650605502,329,21,36.91
9061.0864,12163.6650605502,330,23,44.1
9061.0864,12163.6650605502,331,23,44.18
9061.0864,12163.6650605502,332,22,42.59
9061.0864,12163.6650605502,333,22,54.45
9061.0864,12163.6650605502,334,22,44.45
9061.0864,12163.6650605502,335,23,60.15
9061.0864,12163.6650605502,336,23,51.85
9061.0864,12163.6650605502,337,23,56.6
9061.0864,12163.6650605502,338,23,54.31
9061.0864,12163.6650605502,339,23,55.96
9061.0864,12163.6650605502,340,23,55.15
9061.0864,12163.6650605502,341,23,60.33
9061.0864,12163.6650605502,342,23,62.47
9061.0864,12163.6650605502,343,22,43.8
9061.0864,12163.6650605502,344,22,51.31
9061.0864,12163.6650605502,345,22,57.95
9061.0864,12163.6650605502,346,23,50.01
9061.0864,12163.6650605502,347,23,61.97
9061.0864,12163.6650605502,348,24,50.53
9061.0864,12163.6650605502,349,25,59.05
9061.0864,12163.6650605502,350,26,60.55
9061.0864,12163.6650605502,351,26,65.05
9061.0864,12163.6650605502,352,26,56.84
9061.0864,12163.6650605502,353,26,76.68
9061.0864,12163.6650605502,354,26,55.34
9061.0864,12163.6650605502,355,26,54.52
9061.0864,12163.6650605502,356,27,41.19
9061.0864,12163.6650605502,357,27,25.91
9061.0864,12163.6650605502,358,28,57.03
9061.0864,12163.6650605502,359,29,44.13
9061.0864,12163.6650605502,360,28,47.07
9061.0864,12163.6650605502,361,27,46.58
9061.0864,12163.6650605502,362,27,40.6
9061.0864,12163.6650605502,363,27,60.39
9061.0864,12163.6650605502,364,27,61.24
9061.0864,12163.6650605502,365,27,40.84
9061.0864,12163.6650605502,366,28,54.76
9061.0864,12163.6650605502,367,28,63.49
9061.0864,12163.6650605502,368,28,55.42
9061.0864,12163.6650605502,369,27,46.37
9061.0864,12163.6650605502,370,27,48.27
9061.0864,12163.6650605502,371,28,66.85
9061.0864,12163.6650605502,372,28,48.4
9061.0864,12163.6650605502,373,28,63.55
9061.0864,12163.6650605502,374,29,61.56
9061.0864,12163.6650605502,375,29,50.3
9061.0864,12163.6650605502,376,27,52.19
9061.0864,12163.6650605502,377,27,57.12
9061.0864,12163.6650605502,378,26,66.22
9061.0864,12163.6650605502,379,26,64.37
9061.0864,12163.6650605502,380,26,71.9
9061.0864,12163.6650605502,381,26,80.84
9061.0864,12163.6650605502,382,25,67.11
9061.0864,12163.6650605502,383,23,51.06
9061.0864,12163.6650605502,384,24,49.8
9061.0864,12163.6650605502,385,24,64.11
9061.0864,12163.6650605502,386,24,45.09
9061.0864,12163.6650605502,387,24,58.72
9061.0864,12163.6650605502,388,24,58.29
9061.0864,12163.6650605502,389,24,42.24
9061.0864,12163.6650605502,390,26,70.29
9061.0864,12163.6650605502,391,27,57.45
9061.0864,12163.6650605502,392,26,70.71
9061.0864,12163.6650605502,393,27,50.58
9061.0864,12163.6650605502,394,27,57.81
9061.0864,12163.6650605502,395,28,60.38
9061.0864,12163.6650605502,396,28,68.75
9061.0864,12163.6650605502,397,28,54.67
9061.0864,12163.6650605502,398,28,39.08
9061.0864,12163.6650605502,399,27,46.34
9061.0864,12163.6650605502,400,25,46.2
9061.0864,12163.6650605502,401,25,37.0
9061.0864,12163.6650605502,402,26,56.58
9061.0864,12163.6650605502,403,27,41.95
9061.0864,12163.6650605502,404,26,66.91
9061.0864,12163.6650605502,405,26,66.31
9061.0864,12163.6650605502,406,25,57.68
9061.0864,12163.6650605502,407,25,59.0
9061.0864,12163.6650605502,408,25,64.64
9061.0864,12163.6650605502,409,25,58.01
9061.0864,12163.6650605502,410,23,44.34
9061.0864,12163.6650605502,411,24,44.81
9061.0864,12163.6650605502,412,23,25.85
9061.0864,12163.6650605502,413,22,38.94
9061.0864,12163.6650605502,414,23,42.21
9061.0864,12163.6650605502,415,23,47.97
9061.0864,12163.6650605502,416,22,50.06
9061.0864,12163.6650605502,417,23,43.24
9061.0864,12163.6650605502,418,24,53.06
9061.0864,12163.6650605502,419,24,62.65
9061.0864,12163.6650605502,420,24,45.67
9061.0864,12163.6650605502,421,22,64.68
9061.0864,12163.6650605502,422,22,43.67
9061.0864,12163.6650605502,423,22,48.99
9061.0864,12163.6650605502,424,22,49.66
9061.0864,12163.6650605502,425,22,53.19
9061.0864,12163.6650605502,426,22,44.12
9061.0864,12163.6650605502,427,22,57.5
9061.0864,12163.6650605502,428,21,69.26
9061.0864,12163.6650605502,429,21,51.41
9061.0864,12163.6650605502,430,22,69.25
9061.0864,12163.6650605502,431,22,64.61
9061.0864,12163.6650605502,432,22,57.51
9061.0864,12163.6650605502,433,22,58.28
9061.0864,12163.6650605502,434,22,36.02
9061.0864,12163.6650605502,435,23,50.91
9061.0864,12163.6650605502,436,24,60.48
9061.0864,12163.6650605502,437,22,30.18
9061.0864,12163.6650605502,438,22,45.2
9061.0864,12163.6650605502,439,22,38.79
9061.0864,12163.6650605502,440,22,55.84
9061.0864,12163.6650605502,441,22,52.28
9061.0864,12163.6650605502,442,22,42.13
9061.0864,12163.6650605502,443,22,56.52
9061.0864,12163.6650605502,444,22,48.4
9061.0864,12163.6650605502,445,22,57.11
9061.0864,12163.6650605502,446,22,54.85
9061.0864,12163.6650605502,447,21,62.63
9061.0864,12163.6650605502,448,22,55.29
9061.0864,12163.6650605502,449,22,47.52
9061.0864,12163.6650605502,450,21,49.66
9061.0864,12163.6650605502,451,21,41.78
9061.0864,12163.6650605502,452,21,56.58
9061.0864,12163.6650605502,453,21,45.88
9061.0864,12163.6650605502,454,20,46.59
9061.0864,12163.6650605502,455,21,46.32
9061.0864,12163.6650605502,456,21,71.18
9061.0864,12163.6650605502,457,21,47.82
9061.0864,12163.6650605502,458,20,38.41
9061.0864,12163.6650605502,459,21,45.13
9061.0864,12163.6650605502,460,19,40.14
9061.0864,12163.6650605502,461,19,45.55
9061.0864,12163.6650605502,462,19,41.94
9061.0864,12163.6650605502,463,19,47.11
9061.0864,12163.6650605502,464,20,52.79
9061.0864,12163.6650605502,465,21,51.38
9061.0864,12163.6650605502,466,22,65.59
9061.0864,12163.6650605502,467,21,43.86
9061.0864,12163.6650605502,468,20,48.2
9061.0864,12163.6650605502,469,20,41.39
9061.0864,12163.6650605502,470,19,39.38
9061.0864,12163.6650605502,471,19,35.9
9061.0864,12163.6650605502,472,20,40.09
9061.0864,12163.6650605502,473,20,23.68
9061.0864,12163.6650605502,474,20,39.46
9061.0864,12163.6650605502,475,20,48.15
9061.0864,12163.6650605502,476,20,57.21
9061.0864,12163.6650605502,477,20,62.01
9061.0864,12163.6650605502,478,21,64.13
9061.0864,12163.6650605502,479,21,63.46
9061.0864,12163.6650605502,480,22,60.31
9061.0864,12163.6650605502,481,22,69.73
9061.0864,12163.6650605502,482,23,70.12
9061.0864,12163.6650605502,483,23,64.75
9061.0864,12163.6650605502,484,22,39.09
9061.0864,12163.6650605502,485,20,45.59
9061.0864,12163.6650605502,486,20,55.93
9061.0864,12163.6650605502,487,19,42.64
9061.0864,12163.6650605502,488,19,49.93
9061.0864,12163.6650605502,489,20,48.85
9061.0864,12163.6650605502,490,20,48.57
9061.0864,12163.6650605502,491,19,38.61
9061.0864,12163.6650605502,492,19,46.41
9061.0864,12163.6650605502,493,20,45.2
9061.0864,12163.6650605502,494,20,59.77
9061.0864,12163.6650605502,495,20,52.99
9061.0864,12163.6650605502,496,21,41.03
9061.0864,12163.6650605502,497,21,39.02
9061.0864,12163.6650605502,498,22,54.87
9061.0864,12163.6650605502,499,23,51.27
9061.0864,12163.6650605502,500,23,49.7
9061.0864,12163.6650605502,501,23,62.37
9061.0864,12163.6650605502,502,23,51.54
9061.0864,12163.6650605502,503,23,49.39
9061.0864,12163.6650605502,504,23,45.8
9061.0864,12163.6650605502,505,22,43.06
9061.0864,12163.6650605502,506,22,62.18
9061.0864,12163.6650605502,507,22,45.5
9061.0864,12163.6650605502,508,23,55.12
9061.0864,12163.6650605502,509,24,41.5
9061.0864,12163.6650605502,510,24,49.4
9061.0864,12163.6650605502,511,24,43.54
9061.0864,12163.6650605502,512,25,47.06
9061.0864,12163.6650605502,513,25,52.72
9061.0864,12163.6650605502,514,25,52.41
9061.0864,12163.6650605502,515,25,48.05
9061.0864,12163.6650605502,516,24,51.23
9061.0864,12163.6650605502,517,24,55.17
9061.0864,12163.6650605502,518,23,66.74
9061.0864,12163.6650605502,519,24,44.26
9061.0864,12163.6650605502,520,24,47.58
9061.0864,12163.6650605502,521,24,58.42
9061.0864,12163.6650605502,522,24,50.37
9061.0864,12163.6650605502,523,25,71.82
9061.0864,12163.6650605502,524,24,58.5
9061.0864,12163.6650605502,525,24,71.54
9061.0864,12163.6650605502,526,24,66.11
9061.0864,12163.6650605502,527,24,59.23
9061.0864,12163.6650605502,528,24,57.8
9061.0864,12163.6650605502,529,24,67.5
9061.0864,12163.6650605502,530,24,68.03
9061.0864,12163.6650605502,531,23,54.91
9061.0864,12163.6650605502,532,22,59.0
9061.0864,12163.6650605502,533,21,45.04
9061.0864,12163.6650605502,534,20,41.94
9061.0864,12163.6650605502,535,21,36.92
9061.0864,12163.6650605502,536,21,58.68
9061.0864,12163.6650605502,537,20,35.2
9061.0864,12163.6650605502,538,20,45.14
9061.0864,12163.6650605502,539,20,38.0
9061.0864,12163.6650605502,540,19,25.75
9061.0864,12163.6650605502,541,21,34.0
9061.0864,12163.6650605502,542,21,37.56
9061.0864,12163.6650605502,543,23,46.85
9061.0864,12163.6650605502,544,23,46.76
9061.0864,12163.6650605502,545,22,32.52
9061.0864,12163.6650605502,546,22,31.7
9061.0864,12163.6650605502,547,22,46.09
9061.0864,12163.6650605502,548,22,41.53
9061.0864,12163.6650605502,549,22,39.82
9061.0864,12163.6650605502,550,22,44.07
9061.0864,12163.6650605502,551,22,56.75
9061.0864,12163.6650605502,552,21,60.79
9061.0864,12163.6650605502,553,22,68.73
9061.0864,12163.6650605502,554,22,57.46
9061.0864,12163.6650605502,555,23,58.57
9061.0864,12163.6650605502,556,22,59.94
9061.0864,12163.6650605502,557,22,58.29
9061.0864,12163.6650605502,558,20,44.87
9061.0864,12163.6650605502,559,20,56.5
9061.0864,12163.6650605502,560,20,45.43
9061.0864,12163.6650605502,561,21,65.03
9061.0864,12163.6650605502,562,22,54.37
9061.0864,12163.6650605502,563,23,46.18
9061.0864,12163.6650605502,564,23,58.36
9061.0864,12163.6650605502,565,24,68.74
9061.0864,12163.6650605502,566,25,51.74
9061.0864,12163.6650605502,567,24,42.82
9061.0864,12163.6650605502,568,24,31.75
9061.0864,12163.6650605502,569,25,33.25
9061.0864,12163.6650605502,570,25,36.63
9061.0864,12163.6650605502,571,24,41.72
9061.0864,12163.6650605502,572,23,29.7
9061.0864,12163.6650605502,573,23,35.67
9061.0864,12163.6650605502,574,23,42.78
9061.0864,12163.6650605502,575,23,41.11
9061.0864,12163.6650605502,576,23,52.86
9061.0864,12163.6650605502,577,24,47.57
9061.0864,12163.6650605502,578,25,31.12
9061.0864,12163.6650605502,579,25,47.88
9061.0864,12163.6650605502,580,25,50.82
9061.0864,12163.6650605502,581,25,64.59
9061.0864,12163.6650605502,582,26,64.77
9061.0864,12163.6650605502,583,27,75.05
9061.0864,12163.6650605502,584,27,71.26
9061.0864,12163.6650605502,585,27,74.33
9061.0864,12163.6650605502,586,27,60.54
9061.0864,12163.6650605502,587,26,66.28
9061.0864,12163.6650605502,588,27,49.34
9061.0864,12163.6650605502,589,27,45.35
9061.0864,12163.6650605502,590,28,47.79
9061.0864,12163.6650605502,591,29,54.32
9061.0864,12163.6650605502,592,29,45.48
9061.0864,12163.6650605502,593,29,72.46
9061.0864,12163.6650605502,594,29,56.45
9061.0864,12163.6650605502,595,29,61.2
9061.0864,12163.6650605502,596,28,73.12
9061.0864,12163.6650605502,597,28,64.67
9061.0864,12163.6650605502,598,27,81.01
9061.0864,12163.6650605502,599,27,66.92
9061.0864,12163.6650605502,600,27,58.48
9061.0864,12163.6650605502,601,27,73.52
9061.0864,12163.6650605502,602,26,67.05
9061.0864,12163.6650605502,603,25,86.11
9061.0864,12163.6650605502,604,24,65.79
9061.0864,12163.6650605502,605,24,54.62
9061.0864,12163.6650605502,606,24,50.85
9061.0864,12163.6650605502,607,24,33.11
9061.0864,12163.6650605502,608,25,51.57
9061.0864,12163.6650605502,609,25,44.34
9061.0864,12163.6650605502,610,25,50.29
9061.0864,12163.6650605502,611,25,44.54
9061.0864,12163.6650605502,612,25,49.59
9061.0864,12163.6650605502,613,25,56.37
9061.0864,12163.6650605502,614,25,61.77
9061.0864,12163.6650605502,615,25,54.44
9061.0864,12163.6650605502,616,26,51.78
9061.0864,12163.6650605502,617,26,63.11
9061.0864,12163.6650605502,618,27,58.16
9061.0864,12163.6650605502,619,27,69.5
9061.0864,12163.6650605502,620,27,73.86
9061.0864,12163.6650605502,621,27,75.85
9061.0864,12163.6650605502,622,26,62.2
9061.0864,12163.6650605502,623,27,79.57
9061.0864,12163.6650605502,624,28,78.29
9061.0864,12163.6650605502,625,28,79.53
9061.0864,12163.6650605502,626,28,68.46
9061.0864,12163.6650605502,627,28,78.41
9061.0864,12163.6650605502,628,27,62.71
9061.0864,12163.6650605502,629,27,49.21
9061.0864,12163.6650605502,630,27,44.08
9061.0864,12163.6650605502,631,27,57.66
9061.0864,12163.6650605502,632,27,55.74
9061.0864,12163.6650605502,633,26,53.17
