0,0
1,1
2,1
3,2
4,2
5,2
6,2
7,2
8,2
9,2
10,3
11,3
12,3
13,3
14,4
15,4
16,4
17,4
18,4
19,4
20,5
21,5
22,5
23,5
24,5
25,5
26,5
27,5
28,5
29,5
30,5
31,6
32,6
33,6
34,7
35,6
36,6
37,6
38,6
39,7
40,8
41,8
42,8
43,8
44,8
45,8
46,8
47,7
48,7
49,6
50,6
51,6
52,6
53,6
54,6
55,6
56,6
57,6
58,6
59,7
60,7
61,7
62,7
63,8
64,8
65,8
66,8
67,8
68,8
69,8
70,8
71,8
72,8
73,8
74,8
75,8
76,7
77,7
78,8
79,8
80,8
81,8
82,8
83,8
84,9
85,9
86,10
87,10
88,10
89,10
90,10
91,10
92,10
93,10
94,10
95,10
96,10
97,10
98,10
99,10
100,10
101,9
102,9
103,9
104,9
105,10
106,10
107,10
108,10
109,10
110,10
111,10
112,10
113,9
114,9
115,9
116,9
117,9
118,9
119,9
120,9
121,9
122,8
123,9
124,9
125,10
126,9
127,9
128,9
129,9
130,9
131,9
132,9
133,9
134,9
135,9
136,9
137,9
138,9
139,9
140,9
141,9
142,9
143,9
144,9
145,9
146,9
147,9
148,9
149,8
150,8
151,9
152,9
153,9
154,9
155,9
156,9
157,10
158,10
159,10
160,11
161,13
162,13
163,13
164,13
165,13
166,13
167,15
168,15
169,15
170,14
171,14
172,14
173,14
174,14
175,14
176,14
177,14
178,14
179,13
180,12
181,12
182,12
183,11
184,11
185,11
186,11
187,12
188,12
189,13
190,14
191,14
192,15
193,15
194,15
195,15
196,15
197,15
198,17
199,17
200,18
201,18
202,18
203,18
204,19
205,19
206,18
207,19
208,20
209,20
210,20
211,20
212,20
213,20
214,20
215,20
216,21
217,21
218,21
219,21
220,21
221,21
222,22
223,22
224,22
225,23
226,23
227,23
228,23
229,23
230,22
231,22
232,22
233,23
234,23
235,23
236,23
237,23
238,24
239,24
240,25
241,25
242,25
243,26
244,26
245,25
246,25
247,25
248,26
249,27
250,27
251,27
252,27
253,27
254,27
255,27
256,26
257,26
258,27
259,28
260,29
261,30
262,29
263,29
264,29
265,29
266,30
267,29
268,29
269,29
270,30
271,30
272,31
273,33
274,33
275,32
276,33
277,33
278,32
279,32
280,32
281,32
282,31
283,29
284,29
285,29
286,30
287,29
288,28
289,28
290,29
291,29
292,30
293,30
294,28
295,28
296,28
297,27
298,27
299,28
300,26
301,27
302,27
303,27
304,27
305,27
306,28
307,29
308,30
309,31
310,31
311,31
312,31
313,32
314,32
315,32
316,32
317,32
318,32
319,33
320,32
321,31
322,32
323,32
324,32
325,33
326,32
327,33
328,33
329,34
330,35
331,34
332,32
333,32
334,33
335,33
336,32
337,31
338,31
339,31
340,33
341,32
342,32
343,31
344,30
345,29
346,30
347,29
348,29
349,29
350,29
351,29
352,30
353,30
354,30
355,30
356,30
357,30
358,31
359,31
360,32
361,32
362,32
363,32
364,33
365,32
366,31
367,31
368,31
369,31
370,31
371,31
372,31
373,32
374,32
375,32
376,32
377,34
378,34
379,34
380,35
381,36
382,35
383,35
384,36
385,37
386,37
387,37
388,37
389,38
390,38
391,38
392,37
393,37
394,38
395,39
396,40
397,38
398,38
399,39
400,38
401,38
402,38
403,37
404,37
405,36
406,36
407,36
408,36
409,34
410,34
411,33
412,34
413,35
414,35
415,35
416,35
417,36
418,35
419,36
420,36
421,35
422,34
423,33
424,34
425,35
426,35
427,35
428,35
429,35
430,35
431,34
432,34
433,33
434,34
435,34
436,34
437,34
438,34
439,35
440,36
441,36
442,36
443,36
444,36
445,35
446,35
447,34
448,34
449,35
450,35
451,36
452,37
453,37
454,37
455,37
456,37
457,36
458,37
459,37
460,36
461,35
462,36
463,35
464,35
465,35
466,35
467,33
468,33
469,33
470,33
471,34
472,34
473,34
474,34
475,32
476,32
477,32
478,33
479,34
480,35
481,34
482,34
483,34
484,34
485,33
486,33
487,33
488,33
489,33
490,34
491,35
492,34
493,34
494,34
495,35
496,34
497,34
498,35
499,35
500,35
501,36
502,36
503,36
504,36
505,36
506,37
507,38
508,38
509,38
510,38
511,38
512,38
513,39
514,40
515,40
516,39
517,37
518,35
519,35
520,35
521,34
522,35
523,35
524,35
525,36
526,38
527,38
528,36
529,37
530,35
531,35
532,35
533,35
534,35
535,31
536,30
537,30
538,32
539,32
540,32
541,31
542,30
543,31
544,29
545,30
546,29
547,30
548,29
549,29
550,29
551,28
552,28
553,29
554,29
555,30
556,30
557,30
558,30
559,30
560,30
561,30
562,30
563,30
564,30
565,30
566,30
567,30
568,30
569,30
570,29
571,29
572,30
573,30
574,29
575,29
576,29
577,28
578,28
579,28
580,28
581,29
582,29
583,28
584,30
585,30
586,28
587,28
588,29
589,30
590,30
591,29
592,28
593,28
594,28
595,28
596,28
597,28
598,29
599,29
600,28
601,29
602,27
603,28
604,28
605,28
606,28
607,29
608,29
609,30
610,29
611,30
612,30
613,31
614,32
615,32
616,33
617,33
618,33
619,33
620,32
621,32
622,32
623,32
624,32
625,31
626,32
627,33
628,32
629,32
630,32
631,32
632,32
633,33
634,33
635,34
636,34
637,35
638,34
639,34
640,34
641,34
642,34
643,33
644,33
645,33
646,32
647,33
648,33
649,34
650,34
651,34
652,35
653,36
654,37
655,38
656,38
657,37
658,38
659,37
660,38
661,38
662,38
663,38
664,39
665,40
666,40
667,41
668,40
669,40
670,41
671,42
672,42
673,42
674,42
675,42
676,40
677,39
678,39
679,38
680,36
681,36
682,38
683,38
684,38
685,37
686,37
687,36
688,38
689,37
690,36
691,36
692,36
693,34
694,35
695,36
696,36
697,37
698,37
699,38
700,38
701,40
702,39
703,40
704,40
705,40
706,38
707,38
708,35
709,35
710,35
711,35
712,34
713,33
714,33
715,34
716,34
717,34
718,34
719,34
720,33
721,33
722,33
723,32
724,31
725,31
726,31
727,31
728,31
729,31
730,31
731,31
732,31
733,30
734,30
735,31
736,31
737,31
738,30
739,30
740,30
741,30
742,31
743,32
744,32
745,32
746,32
747,31
748,31
749,30
750,30
751,31
752,32
753,34
754,35
755,36
756,34
757,33
758,33
759,33
760,35
761,33
762,32
763,31
764,30
765,31
766,32
767,32
768,32
769,31
770,31
771,30
772,29
773,29
774,29
775,29
776,29
777,29
778,29
779,29
780,29
781,29
782,29
783,29
784,29
785,31
786,31
787,31
788,32
789,32
790,32
791,31
792,30
793,30
794,30
795,30
796,30
797,29
798,30
799,31
800,31
801,29
802,30
803,30
804,30
805,30
806,29
807,28
808,27
809,26
810,26
811,26
812,26
813,25
814,24
815,24
816,24
817,25
818,27
819,28
820,26
821,25
822,25
823,24
824,25
825,24
826,25
827,27
828,28
829,28
830,29
831,29
832,28
833,28
834,28
835,27
836,27
837,27
838,27
839,26
840,27
841,28
842,29
843,29
844,29
845,30
846,30
847,30
848,30
849,30
850,30
851,31
852,31
853,31
854,31
855,31
856,30
857,30
858,30
859,31
860,30
861,30
862,30
863,30
864,30
865,30
866,30
867,30
868,30
869,30
870,29
871,29
872,26
873,26
874,27
875,27
876,28
877,28
878,28
879,28
880,29
881,28
882,27
883,27
884,27
885,28
886,28
887,28
888,29
889,31
890,31
891,31
892,32
893,32
894,32
895,32
896,32
897,32
898,32
899,32
900,32
901,32
902,32
903,33
904,33
905,34
906,33
907,32
908,33
909,34
910,34
911,34
912,33
913,33
914,33
915,33
916,34
917,34
918,34
919,34
920,34
921,33
922,33
923,34
924,34
925,33
926,33
927,34
928,34
929,34
930,33
931,33
932,34
933,32
934,33
935,32
936,31
937,31
938,31
939,31
940,30
941,30
942,32
943,32
944,32
945,32
946,32
947,32
948,34
949,35
950,36
951,37
952,37
953,37
954,36
955,36
956,36
957,35
958,33
959,33
960,33
961,33
962,33
963,32
964,33
965,33
966,33
967,32
968,32
969,33
970,33
971,33
972,33
973,33
974,33
975,32
976,32
977,32
978,32
979,32
980,32
981,32
982,33
983,34
984,34
985,34
986,33
987,33
988,34
989,35
990,35
991,35
992,34
993,34
994,35
995,34
996,33
997,32
998,32
999,33
1000,34
1001,34
1002,34
1003,33
1004,32
1005,32
1006,32
1007,32
1008,33
1009,32
1010,32
1011,32
1012,32
1013,32
1014,32
1015,32
1016,32
1017,31
1018,31
1019,31
1020,32
1021,30
1022,30
1023,30
1024,30
1025,30
1026,29
1027,28
1028,28
1029,29
1030,30
1031,32
1032,32
1033,33
1034,32
1035,31
1036,31
1037,31
1038,31
1039,29
1040,29
1041,29
1042,28
1043,28
1044,29
1045,28
1046,28
1047,29
1048,28
1049,27
1050,28
1051,28
1052,29
1053,29
1054,30
1055,29
1056,29
1057,29
1058,29
1059,29
1060,30
1061,29
