X-axis,Y-axis,Timestep,Density,Fuel
8678.3326,8374.74750083731,178,20,67.19
8678.3326,8374.74750083731,179,20,80.94
8678.3326,8374.74750083731,180,19,26.54
8678.3326,8374.74750083731,181,19,40.86
8678.3326,8374.74750083731,182,19,36.9
8678.3326,8374.74750083731,183,19,24.62
8678.3326,8374.74750083731,184,19,22.57
8678.3326,8374.74750083731,185,18,23.52
8678.3326,8374.74750083731,186,17,24.4
8678.3326,8374.74750083731,187,16,30.59
8678.3326,8374.74750083731,188,16,16.24
8678.3326,8374.74750083731,189,17,33.46
8678.3326,8374.74750083731,190,17,36.47
8678.3326,8374.74750083731,191,18,30.83
8678.3326,8374.74750083731,192,19,41.96
8678.3326,8374.74750083731,193,19,41.67
8678.3326,8374.74750083731,194,19,39.46
8678.3326,8374.74750083731,195,18,47.44
8678.3326,8374.74750083731,196,18,41.5
8678.3326,8374.74750083731,197,18,53.29
8678.3326,8374.74750083731,198,17,49.55
8678.3326,8374.74750083731,199,17,63.44
8678.3326,8374.74750083731,200,18,40.69
8678.3326,8374.74750083731,201,19,43.07
8678.3326,8374.74750083731,202,19,50.29
8678.3326,8374.74750083731,203,19,37.7
8678.3326,8374.74750083731,204,19,41.45
8678.3326,8374.74750083731,205,20,40.07
8678.3326,8374.74750083731,206,21,28.64
8678.3326,8374.74750083731,207,22,46.25
8678.3326,8374.74750083731,208,22,51.4
8678.3326,8374.74750083731,209,22,38.08
8678.3326,8374.74750083731,210,22,49.22
8678.3326,8374.74750083731,211,22,58.29
8678.3326,8374.74750083731,212,22,69.43
8678.3326,8374.74750083731,213,22,62.53
8678.3326,8374.74750083731,214,22,63.68
8678.3326,8374.74750083731,215,22,64.77
8678.3326,8374.74750083731,216,22,65.41
8678.3326,8374.74750083731,217,22,72.85
8678.3326,8374.74750083731,218,23,76.04
8678.3326,8374.74750083731,219,24,56.85
8678.3326,8374.74750083731,220,24,40.31
8678.3326,8374.74750083731,221,24,59.18
8678.3326,8374.74750083731,222,24,39.22
8678.3326,8374.74750083731,223,25,40.99
8678.3326,8374.74750083731,224,26,40.78
8678.3326,8374.74750083731,225,26,42.88
8678.3326,8374.74750083731,226,27,69.76
8678.3326,8374.74750083731,227,27,47.97
8678.3326,8374.74750083731,228,27,66.57
8678.3326,8374.74750083731,229,27,54.63
8678.3326,8374.74750083731,230,27,50.1
8678.3326,8374.74750083731,231,27,54.25
8678.3326,8374.74750083731,232,26,44.84
8678.3326,8374.74750083731,233,26,54.08
8678.3326,8374.74750083731,234,26,43.44
8678.3326,8374.74750083731,235,27,64.45
8678.3326,8374.74750083731,236,27,69.41
8678.3326,8374.74750083731,237,27,55.57
8678.3326,8374.74750083731,238,27,54.93
8678.3326,8374.74750083731,239,27,49.37
8678.3326,8374.74750083731,240,26,63.93
8678.3326,8374.74750083731,241,26,63.68
8678.3326,8374.74750083731,242,27,67.14
8678.3326,8374.74750083731,243,28,56.55
8678.3326,8374.74750083731,244,28,79.5
8678.3326,8374.74750083731,245,27,64.85
8678.3326,8374.74750083731,246,28,58.64
8678.3326,8374.74750083731,247,29,75.52
8678.3326,8374.74750083731,248,30,77.64
8678.3326,8374.74750083731,249,30,69.35
8678.3326,8374.74750083731,250,30,76.82
8678.3326,8374.74750083731,251,30,89.42
8678.3326,8374.74750083731,252,30,64.83
8678.3326,8374.74750083731,253,29,57.9
8678.3326,8374.74750083731,254,28,56.67
8678.3326,8374.74750083731,255,29,62.05
8678.3326,8374.74750083731,256,29,54.6
8678.3326,8374.74750083731,257,29,54.59
8678.3326,8374.74750083731,258,28,53.46
8678.3326,8374.74750083731,259,28,47.23
8678.3326,8374.74750083731,260,29,51.83
8678.3326,8374.74750083731,261,28,36.74
8678.3326,8374.74750083731,262,28,56.33
8678.3326,8374.74750083731,263,30,53.89
8678.3326,8374.74750083731,264,31,47.23
8678.3326,8374.74750083731,265,32,53.85
8678.3326,8374.74750083731,266,32,64.98
8678.3326,8374.74750083731,267,33,70.95
8678.3326,8374.74750083731,268,33,56.52
8678.3326,8374.74750083731,269,33,85.25
8678.3326,8374.74750083731,270,33,78.14
8678.3326,8374.74750083731,271,33,100.41
8678.3326,8374.74750083731,272,33,72.12
8678.3326,8374.74750083731,273,33,65.15
8678.3326,8374.74750083731,274,34,72.69
8678.3326,8374.74750083731,275,32,57.01
8678.3326,8374.74750083731,276,32,57.19
8678.3326,8374.74750083731,277,33,65.19
8678.3326,8374.74750083731,278,34,58.19
8678.3326,8374.74750083731,279,34,71.57
8678.3326,8374.74750083731,280,34,76.48
8678.3326,8374.74750083731,281,33,53.43
8678.3326,8374.74750083731,282,34,54.2
8678.3326,8374.74750083731,283,34,66.28
8678.3326,8374.74750083731,284,34,66.66
8678.3326,8374.74750083731,285,35,75.85
8678.3326,8374.74750083731,286,33,57.99
8678.3326,8374.74750083731,287,35,83.57
8678.3326,8374.74750083731,288,36,90.33
8678.3326,8374.74750083731,289,36,73.16
8678.3326,8374.74750083731,290,36,83.87
8678.3326,8374.74750083731,291,35,59.21
8678.3326,8374.74750083731,292,35,62.62
8678.3326,8374.74750083731,293,35,71.49
8678.3326,8374.74750083731,294,35,66.44
8678.3326,8374.74750083731,295,35,64.34
8678.3326,8374.74750083731,296,34,69.66
8678.3326,8374.74750083731,297,35,62.45
8678.3326,8374.74750083731,298,35,67.7
8678.3326,8374.74750083731,299,34,70.27
8678.3326,8374.74750083731,300,34,78.04
8678.3326,8374.74750083731,301,34,83.97
8678.3326,8374.74750083731,302,37,70.66
8678.3326,8374.74750083731,303,37,83.74
8678.3326,8374.74750083731,304,38,78.23
8678.3326,8374.74750083731,305,38,71.16
8678.3326,8374.74750083731,306,37,78.73
8678.3326,8374.74750083731,307,36,84.49
8678.3326,8374.74750083731,308,37,82.23
8678.3326,8374.74750083731,309,36,72.4
8678.3326,8374.74750083731,310,36,69.08
8678.3326,8374.74750083731,311,37,86.2
8678.3326,8374.74750083731,312,38,86.89
8678.3326,8374.74750083731,313,37,81.59
8678.3326,8374.74750083731,314,36,95.01
8678.3326,8374.74750083731,315,37,98.47
8678.3326,8374.74750083731,316,37,84.15
8678.3326,8374.74750083731,317,37,106.96
8678.3326,8374.74750083731,318,35,79.07
8678.3326,8374.74750083731,319,34,73.84
8678.3326,8374.74750083731,320,33,77.47
8678.3326,8374.74750083731,321,32,76.79
8678.3326,8374.74750083731,322,30,60.91
8678.3326,8374.74750083731,323,30,69.17
8678.3326,8374.74750083731,324,31,81.57
8678.3326,8374.74750083731,325,32,68.04
8678.3326,8374.74750083731,326,31,71.93
8678.3326,8374.74750083731,327,31,56.62
8678.3326,8374.74750083731,328,30,67.7
8678.3326,8374.74750083731,329,30,43.24
8678.3326,8374.74750083731,330,30,54.93
8678.3326,8374.74750083731,331,30,61.09
8678.3326,8374.74750083731,332,27,55.36
8678.3326,8374.74750083731,333,27,49.79
8678.3326,8374.74750083731,334,27,35.86
8678.3326,8374.74750083731,335,28,42.72
8678.3326,8374.74750083731,336,28,40.37
8678.3326,8374.74750083731,337,28,43.02
8678.3326,8374.74750083731,338,28,45.6
8678.3326,8374.74750083731,339,28,47.28
8678.3326,8374.74750083731,340,29,60.05
8678.3326,8374.74750083731,341,29,66.49
8678.3326,8374.74750083731,342,30,51.5
8678.3326,8374.74750083731,343,30,63.05
8678.3326,8374.74750083731,344,31,68.57
8678.3326,8374.74750083731,345,30,50.01
8678.3326,8374.74750083731,346,29,64.28
8678.3326,8374.74750083731,347,32,65.61
8678.3326,8374.74750083731,348,32,61.75
8678.3326,8374.74750083731,349,32,67.51
8678.3326,8374.74750083731,350,32,90.4
8678.3326,8374.74750083731,351,32,71.03
8678.3326,8374.74750083731,352,33,101.17
8678.3326,8374.74750083731,353,33,91.74
8678.3326,8374.74750083731,354,33,85.38
8678.3326,8374.74750083731,355,33,78.93
8678.3326,8374.74750083731,356,34,91.85
8678.3326,8374.74750083731,357,34,58.22
8678.3326,8374.74750083731,358,34,67.44
8678.3326,8374.74750083731,359,34,73.14
8678.3326,8374.74750083731,360,34,67.01
8678.3326,8374.74750083731,361,34,55.2
8678.3326,8374.74750083731,362,33,57.72
8678.3326,8374.74750083731,363,32,60.26
8678.3326,8374.74750083731,364,32,74.53
8678.3326,8374.74750083731,365,32,72.05
8678.3326,8374.74750083731,366,32,81.61
8678.3326,8374.74750083731,367,32,73.05
8678.3326,8374.74750083731,368,32,78.52
8678.3326,8374.74750083731,369,32,104.29
8678.3326,8374.74750083731,370,32,102.51
8678.3326,8374.74750083731,371,32,98.99
8678.3326,8374.74750083731,372,32,96.74
8678.3326,8374.74750083731,373,31,85.26
8678.3326,8374.74750083731,374,31,93.39
8678.3326,8374.74750083731,375,30,72.9
8678.3326,8374.74750083731,376,31,55.38
8678.3326,8374.74750083731,377,31,64.87
8678.3326,8374.74750083731,378,31,54.34
8678.3326,8374.74750083731,379,31,69.82
8678.3326,8374.74750083731,380,31,67.67
8678.3326,8374.74750083731,381,30,75.54
8678.3326,8374.74750083731,382,30,65.04
8678.3326,8374.74750083731,383,31,56.32
8678.3326,8374.74750083731,384,30,82.74
8678.3326,8374.74750083731,385,29,54.04
8678.3326,8374.74750083731,386,30,60.25
8678.3326,8374.74750083731,387,29,70.21
8678.3326,8374.74750083731,388,29,54.43
8678.3326,8374.74750083731,389,30,66.14
8678.3326,8374.74750083731,390,30,74.97
8678.3326,8374.74750083731,391,30,90.51
8678.3326,8374.74750083731,392,29,53.19
8678.3326,8374.74750083731,393,30,88.3
8678.3326,8374.74750083731,394,30,63.11
8678.3326,8374.74750083731,395,30,58.04
8678.3326,8374.74750083731,396,30,51.78
8678.3326,8374.74750083731,397,30,46.65
8678.3326,8374.74750083731,398,31,72.92
8678.3326,8374.74750083731,399,30,51.18
8678.3326,8374.74750083731,400,29,51.75
8678.3326,8374.74750083731,401,31,49.37
8678.3326,8374.74750083731,402,31,72.68
8678.3326,8374.74750083731,403,32,65.97
8678.3326,8374.74750083731,404,32,80.68
8678.3326,8374.74750083731,405,33,61.61
8678.3326,8374.74750083731,406,32,51.24
8678.3326,8374.74750083731,407,31,51.79
8678.3326,8374.74750083731,408,31,49.0
8678.3326,8374.74750083731,409,31,74.61
8678.3326,8374.74750083731,410,30,43.9
8678.3326,8374.74750083731,411,30,42.23
8678.3326,8374.74750083731,412,31,61.51
8678.3326,8374.74750083731,413,31,63.41
8678.3326,8374.74750083731,414,31,61.45
8678.3326,8374.74750083731,415,32,72.8
8678.3326,8374.74750083731,416,32,57.75
8678.3326,8374.74750083731,417,33,75.75
8678.3326,8374.74750083731,418,33,91.22
8678.3326,8374.74750083731,419,33,75.36
8678.3326,8374.74750083731,420,33,82.3
8678.3326,8374.74750083731,421,33,87.78
8678.3326,8374.74750083731,422,33,64.38
8678.3326,8374.74750083731,423,33,69.16
8678.3326,8374.74750083731,424,32,83.19
8678.3326,8374.74750083731,425,32,89.66
8678.3326,8374.74750083731,426,32,95.64
8678.3326,8374.74750083731,427,30,94.7
8678.3326,8374.74750083731,428,29,87.79
8678.3326,8374.74750083731,429,29,78.83
8678.3326,8374.74750083731,430,28,69.54
8678.3326,8374.74750083731,431,29,58.34
8678.3326,8374.74750083731,432,30,59.74
8678.3326,8374.74750083731,433,29,60.99
8678.3326,8374.74750083731,434,29,64.31
8678.3326,8374.74750083731,435,28,60.04
8678.3326,8374.74750083731,436,28,69.35
8678.3326,8374.74750083731,437,28,51.72
8678.3326,8374.74750083731,438,28,63.75
8678.3326,8374.74750083731,439,26,46.63
8678.3326,8374.74750083731,440,24,49.18
8678.3326,8374.74750083731,441,25,39.65
8678.3326,8374.74750083731,442,26,50.18
8678.3326,8374.74750083731,443,26,38.19
8678.3326,8374.74750083731,444,26,45.23
8678.3326,8374.74750083731,445,27,49.74
8678.3326,8374.74750083731,446,28,52.39
8678.3326,8374.74750083731,447,30,52.89
8678.3326,8374.74750083731,448,30,64.68
8678.3326,8374.74750083731,449,31,58.72
8678.3326,8374.74750083731,450,30,62.74
8678.3326,8374.74750083731,451,30,55.17
8678.3326,8374.74750083731,452,30,59.06
8678.3326,8374.74750083731,453,29,52.37
8678.3326,8374.74750083731,454,30,64.89
8678.3326,8374.74750083731,455,29,63.74
8678.3326,8374.74750083731,456,29,76.02
8678.3326,8374.74750083731,457,30,61.22
8678.3326,8374.74750083731,458,30,85.12
8678.3326,8374.74750083731,459,31,76.92
8678.3326,8374.74750083731,460,31,78.27
8678.3326,8374.74750083731,461,31,57.86
8678.3326,8374.74750083731,462,32,61.73
8678.3326,8374.74750083731,463,33,71.89
8678.3326,8374.74750083731,464,33,74.81
8678.3326,8374.74750083731,465,32,61.47
8678.3326,8374.74750083731,466,32,70.51
8678.3326,8374.74750083731,467,32,68.8
8678.3326,8374.74750083731,468,32,53.3
8678.3326,8374.74750083731,469,32,55.93
8678.3326,8374.74750083731,470,32,54.77
8678.3326,8374.74750083731,471,33,68.34
8678.3326,8374.74750083731,472,32,72.9
8678.3326,8374.74750083731,473,32,75.06
8678.3326,8374.74750083731,474,31,73.3
8678.3326,8374.74750083731,475,30,91.14
8678.3326,8374.74750083731,476,29,66.15
8678.3326,8374.74750083731,477,30,77.48
8678.3326,8374.74750083731,478,30,88.63
8678.3326,8374.74750083731,479,30,85.49
8678.3326,8374.74750083731,480,30,62.88
8678.3326,8374.74750083731,481,30,57.61
8678.3326,8374.74750083731,482,31,75.72
8678.3326,8374.74750083731,483,31,72.26
8678.3326,8374.74750083731,484,30,67.96
8678.3326,8374.74750083731,485,30,71.65
8678.3326,8374.74750083731,486,31,67.43
8678.3326,8374.74750083731,487,31,82.44
8678.3326,8374.74750083731,488,30,62.35
8678.3326,8374.74750083731,489,30,82.49
8678.3326,8374.74750083731,490,31,64.55
8678.3326,8374.74750083731,491,32,62.47
8678.3326,8374.74750083731,492,33,61.1
8678.3326,8374.74750083731,493,33,66.99
8678.3326,8374.74750083731,494,34,72.76
8678.3326,8374.74750083731,495,35,62.99
8678.3326,8374.74750083731,496,36,71.34
8678.3326,8374.74750083731,497,36,64.84
8678.3326,8374.74750083731,498,37,72.57
8678.3326,8374.74750083731,499,38,67.79
8678.3326,8374.74750083731,500,38,78.53
8678.3326,8374.74750083731,501,38,70.18
8678.3326,8374.74750083731,502,38,83.94
8678.3326,8374.74750083731,503,39,84.87
8678.3326,8374.74750083731,504,41,96.96
8678.3326,8374.74750083731,505,40,85.16
8678.3326,8374.74750083731,506,41,87.46
8678.3326,8374.74750083731,507,41,66.11
8678.3326,8374.74750083731,508,41,79.65
8678.3326,8374.74750083731,509,41,85.15
8678.3326,8374.74750083731,510,41,84.13
8678.3326,8374.74750083731,511,42,67.16
8678.3326,8374.74750083731,512,42,77.5
8678.3326,8374.74750083731,513,41,77.61
8678.3326,8374.74750083731,514,41,87.59
8678.3326,8374.74750083731,515,41,92.49
8678.3326,8374.74750083731,516,40,98.4
8678.3326,8374.74750083731,517,39,101.04
8678.3326,8374.74750083731,518,37,94.89
8678.3326,8374.74750083731,519,37,98.82
8678.3326,8374.74750083731,520,36,104.52
8678.3326,8374.74750083731,521,38,108.51
8678.3326,8374.74750083731,522,36,98.73
8678.3326,8374.74750083731,523,34,100.28
8678.3326,8374.74750083731,524,35,116.23
8678.3326,8374.74750083731,525,35,79.29
8678.3326,8374.74750083731,526,33,66.13
8678.3326,8374.74750083731,527,33,73.24
8678.3326,8374.74750083731,528,33,81.37
8678.3326,8374.74750083731,529,31,83.03
8678.3326,8374.74750083731,530,31,87.7
8678.3326,8374.74750083731,531,30,77.84
8678.3326,8374.74750083731,532,30,68.12
8678.3326,8374.74750083731,533,28,53.96
8678.3326,8374.74750083731,534,27,66.48
8678.3326,8374.74750083731,535,28,74.45
8678.3326,8374.74750083731,536,29,67.68
8678.3326,8374.74750083731,537,29,56.82
8678.3326,8374.74750083731,538,29,56.36
8678.3326,8374.74750083731,539,29,47.78
8678.3326,8374.74750083731,540,29,55.82
8678.3326,8374.74750083731,541,28,55.12
8678.3326,8374.74750083731,542,29,67.49
8678.3326,8374.74750083731,543,29,58.1
8678.3326,8374.74750083731,544,29,64.63
8678.3326,8374.74750083731,545,29,69.33
8678.3326,8374.74750083731,546,29,77.93
8678.3326,8374.74750083731,547,29,66.24
8678.3326,8374.74750083731,548,29,61.87
8678.3326,8374.74750083731,549,28,46.65
8678.3326,8374.74750083731,550,27,73.41
8678.3326,8374.74750083731,551,27,56.44
8678.3326,8374.74750083731,552,27,70.68
8678.3326,8374.74750083731,553,27,70.42
8678.3326,8374.74750083731,554,27,61.84
8678.3326,8374.74750083731,555,27,74.02
8678.3326,8374.74750083731,556,27,55.43
8678.3326,8374.74750083731,557,25,77.26
8678.3326,8374.74750083731,558,25,67.38
8678.3326,8374.74750083731,559,25,64.58
8678.3326,8374.74750083731,560,25,70.18
8678.3326,8374.74750083731,561,26,75.37
8678.3326,8374.74750083731,562,26,70.61
8678.3326,8374.74750083731,563,25,60.06
8678.3326,8374.74750083731,564,27,65.52
8678.3326,8374.74750083731,565,27,59.05
8678.3326,8374.74750083731,566,27,61.28
8678.3326,8374.74750083731,567,26,62.07
8678.3326,8374.74750083731,568,26,64.35
8678.3326,8374.74750083731,569,27,66.97
8678.3326,8374.74750083731,570,26,65.94
8678.3326,8374.74750083731,571,26,56.4
8678.3326,8374.74750083731,572,27,58.05
8678.3326,8374.74750083731,573,28,66.82
8678.3326,8374.74750083731,574,28,65.32
8678.3326,8374.74750083731,575,28,64.64
8678.3326,8374.74750083731,576,29,69.94
8678.3326,8374.74750083731,577,29,75.33
8678.3326,8374.74750083731,578,30,67.49
8678.3326,8374.74750083731,579,31,64.91
8678.3326,8374.74750083731,580,32,55.51
8678.3326,8374.74750083731,581,31,55.66
8678.3326,8374.74750083731,582,31,49.86
8678.3326,8374.74750083731,583,30,60.43
8678.3326,8374.74750083731,584,30,60.22
8678.3326,8374.74750083731,585,32,60.22
8678.3326,8374.74750083731,586,32,62.03
8678.3326,8374.74750083731,587,34,74.09
8678.3326,8374.74750083731,588,35,79.67
8678.3326,8374.74750083731,589,35,80.09
8678.3326,8374.74750083731,590,37,99.2
8678.3326,8374.74750083731,591,35,95.12
8678.3326,8374.74750083731,592,36,83.27
8678.3326,8374.74750083731,593,35,88.22
8678.3326,8374.74750083731,594,37,74.9
8678.3326,8374.74750083731,595,37,92.47
8678.3326,8374.74750083731,596,37,82.23
8678.3326,8374.74750083731,597,36,84.13
8678.3326,8374.74750083731,598,35,75.62
8678.3326,8374.74750083731,599,35,68.74
8678.3326,8374.74750083731,600,35,89.98
8678.3326,8374.74750083731,601,37,88.51
8678.3326,8374.74750083731,602,37,77.67
8678.3326,8374.74750083731,603,37,74.85
8678.3326,8374.74750083731,604,37,75.38
8678.3326,8374.74750083731,605,37,78.87
8678.3326,8374.74750083731,606,37,73.29
8678.3326,8374.74750083731,607,37,88.15
8678.3326,8374.74750083731,608,35,90.91
8678.3326,8374.74750083731,609,36,103.22
8678.3326,8374.74750083731,610,36,90.54
8678.3326,8374.74750083731,611,37,116.91
8678.3326,8374.74750083731,612,36,98.73
8678.3326,8374.74750083731,613,37,89.48
8678.3326,8374.74750083731,614,37,90.33
8678.3326,8374.74750083731,615,37,89.45
8678.3326,8374.74750083731,616,37,83.58
8678.3326,8374.74750083731,617,36,92.39
8678.3326,8374.74750083731,618,36,90.98
8678.3326,8374.74750083731,619,33,87.4
8678.3326,8374.74750083731,620,32,80.28
8678.3326,8374.74750083731,621,32,79.42
8678.3326,8374.74750083731,622,32,77.46
8678.3326,8374.74750083731,623,32,63.77
8678.3326,8374.74750083731,624,33,69.76
8678.3326,8374.74750083731,625,34,78.01
8678.3326,8374.74750083731,626,34,67.87
8678.3326,8374.74750083731,627,34,58.48
8678.3326,8374.74750083731,628,34,53.71
8678.3326,8374.74750083731,629,35,70.41
8678.3326,8374.74750083731,630,36,57.0
8678.3326,8374.74750083731,631,36,59.67
8678.3326,8374.74750083731,632,35,72.84
